,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
12043,-2,602100,BANANAS,4974,20,,,,,4981,20,,,,,4977.5,14232.0
12044,-2,602200,BANANAS,4975,2,4974.0,25.0,,,4979,1,4981.0,27.0,,,4977.0,11126.0
12047,-2,602300,BANANAS,4976,5,4975.0,27.0,,,4982,27,,,,,4979.0,10750.0
12049,-2,602400,BANANAS,4980,1,4975.0,27.0,,,4982,27,,,,,4981.0,9852.0
12051,-2,602500,BANANAS,4976,10,4975.0,22.0,,,4982,22,,,,,4979.0,9280.0
12053,-2,602600,BANANAS,4975,28,,,,,4982,28,,,,,4978.5,9156.0
12055,-2,602700,BANANAS,4975,25,,,,,4982,26,,,,,4978.5,8856.0
12057,-2,602800,BANANAS,4975,23,,,,,4982,23,,,,,4978.5,8930.0
12059,-2,602900,BANANAS,4974,23,,,,,4981,23,,,,,4977.5,12668.0
12060,-2,603000,BANANAS,4974,28,,,,,4975,1,4981.0,28.0,,,4974.5,12456.0
12062,-2,603100,BANANAS,4974,20,,,,,4981,20,,,,,4977.5,13466.0
12064,-2,603200,BANANAS,4974,27,,,,,4981,27,,,,,4977.5,13870.0
12066,-2,603300,BANANAS,4975,7,4974.0,25.0,,,4980,2,4981.0,23.0,,,4977.5,15494.0
12068,-2,603400,BANANAS,4973,22,,,,,4980,22,,,,,4976.5,17040.0
12070,-2,603500,BANANAS,4973,27,,,,,4980,27,,,,,4976.5,16888.0
12072,-2,603600,BANANAS,4979,1,4973.0,28.0,,,4980,28,,,,,4979.5,17602.0
12074,-2,603700,BANANAS,4973,23,,,,,4978,1,4980.0,23.0,,,4975.5,17370.0
12076,-2,603800,BANANAS,4973,24,,,,,4980,24,,,,,4976.5,16804.0
12078,-2,603900,BANANAS,4973,26,,,,,4980,27,,,,,4976.5,16682.0
12080,-2,604000,BANANAS,4973,30,,,,,4978,4,4980.0,30.0,,,4975.5,16340.0
12082,-2,604100,BANANAS,4973,27,,,,,4980,27,,,,,4976.5,17302.0
12084,-2,604200,BANANAS,4973,21,,,,,4980,21,,,,,4976.5,17570.0
12086,-2,604300,BANANAS,4974,2,4973.0,29.0,,,4980,31,,,,,4977.0,16268.0
12088,-2,604400,BANANAS,4974,1,4973.0,27.0,,,4978,1,4980.0,28.0,,,4976.0,16458.0
12091,-2,604500,BANANAS,4974,21,,,,,4980,1,4981.0,20.0,,,4977.0,15240.0
12093,-2,604600,BANANAS,4974,25,,,,,4981,25,,,,,4977.5,14986.0
12095,-2,604700,BANANAS,4974,24,,,,,4979,8,4981.0,24.0,,,4976.5,12970.0
12097,-2,604800,BANANAS,4974,30,,,,,4980,2,4981.0,29.0,,,4977.0,14624.0
12099,-2,604900,BANANAS,4974,20,,,,,4979,7,4981.0,20.0,,,4976.5,13970.0
12101,-2,605000,BANANAS,4974,22,,,,,4979,9,4981.0,22.0,,,4976.5,12274.0
12103,-2,605100,BANANAS,4974,27,,,,,4981,27,,,,,4977.5,13552.0
12104,-2,605200,BANANAS,4974,27,,,,,4981,27,,,,,4977.5,13134.0
12107,-2,605300,BANANAS,4974,22,,,,,4981,22,,,,,4977.5,12354.0
12108,-2,605400,BANANAS,4974,23,,,,,4979,4,4981.0,23.0,,,4976.5,12444.0
12111,-2,605500,BANANAS,4975,21,,,,,4980,2,4981.0,1.0,4982.0,20.0,4977.5,10596.0
12112,-2,605600,BANANAS,4975,24,,,,,4982,24,,,,,4978.5,9820.0
12115,-2,605700,BANANAS,4975,24,,,,,4981,1,4982.0,23.0,,,4978.0,10124.0
12116,-2,605800,BANANAS,4975,31,,,,,4980,7,4982.0,31.0,,,4977.5,8450.0
12119,-2,605900,BANANAS,4975,31,,,,,4977,5,4980.0,2.0,4982.0,31.0,4976.0,7628.0
12120,-2,606000,BANANAS,4979,6,4977.0,2.0,4976.0,22.0,4983,24,,,,,4981.0,2288.0
12123,-2,606100,BANANAS,4976,28,,,,,4982,1,4983.0,28.0,,,4979.0,5056.0
12124,-2,606200,BANANAS,4981,1,4976.0,28.0,,,4983,28,,,,,4982.0,4636.0
12127,-2,606300,BANANAS,4981,1,4976.0,20.0,,,4983,20,,,,,4982.0,4606.0
12128,-2,606400,BANANAS,4977,3,4976.0,27.0,,,4983,27,,,,,4980.0,4502.0
12131,-2,606500,BANANAS,4975,25,,,,,4982,25,,,,,4978.5,8100.0
12132,-2,606600,BANANAS,4980,3,4975.0,27.0,,,4982,27,,,,,4981.0,7836.0
12135,-2,606700,BANANAS,4975,29,,,,,4982,29,,,,,4978.5,8798.0
12137,-2,606800,BANANAS,4975,26,,,,,4982,26,,,,,4978.5,7404.0
12139,-2,606900,BANANAS,4976,5,4975.0,29.0,,,4982,29,,,,,4979.0,9302.0
12141,-2,607000,BANANAS,4976,23,,,,,4982,23,,,,,4979.0,6078.0
12143,-2,607100,BANANAS,4977,1,4976.0,24.0,,,4982,24,,,,,4979.5,6106.0
12145,-2,607200,BANANAS,4976,9,4975.0,24.0,,,4982,25,,,,,4979.0,6968.0
12147,-2,607300,BANANAS,4976,2,4975.0,28.0,,,4980,1,4982.0,30.0,,,4978.0,6344.0
12148,-2,607400,BANANAS,4975,30,,,,,4976,1,4982.0,30.0,,,4975.5,9002.0
12150,-2,607500,BANANAS,4975,2,4974.0,29.0,,,4981,31,,,,,4978.0,10888.0
12152,-2,607600,BANANAS,4980,7,4976.0,8.0,4975.0,29.0,4982,29,,,,,4981.0,9788.0
12154,-2,607700,BANANAS,4975,30,,,,,4981,1,4982.0,29.0,,,4978.0,10354.0
12156,-2,607800,BANANAS,4975,28,,,,,4982,28,,,,,4978.5,10202.0
12158,-2,607900,BANANAS,4974,23,,,,,4980,1,4981.0,22.0,,,4977.0,14392.0
12160,-2,608000,BANANAS,4974,1,4973.0,29.0,,,4980,29,,,,,4977.0,16954.0
12162,-2,608100,BANANAS,4974,9,4973.0,28.0,,,4979,1,4980.0,27.0,,,4976.5,20152.0
12164,-2,608200,BANANAS,4973,28,,,,,4976,6,4978.0,4.0,4980.0,28.0,4974.5,17136.0
12166,-2,608300,BANANAS,4973,30,,,,,4980,30,,,,,4976.5,17502.0
12168,-2,608400,BANANAS,4974,23,,,,,4981,23,,,,,4977.5,15200.0
12170,-2,608500,BANANAS,4974,10,4973.0,24.0,,,4980,25,,,,,4977.0,15790.0
12172,-2,608600,BANANAS,4974,23,,,,,4981,23,,,,,4977.5,13930.0
12174,-2,608700,BANANAS,4974,25,,,,,4980,2,4981.0,23.0,,,4977.0,15046.0
12176,-2,608800,BANANAS,4974,2,4973.0,21.0,,,4980,22,,,,,4977.0,16020.0
12179,-2,608900,BANANAS,4974,2,4973.0,30.0,,,4980,32,,,,,4977.0,16410.0
12181,-2,609000,BANANAS,4973,25,,,,,4978,7,4980.0,25.0,,,4975.5,16376.0
12183,-2,609100,BANANAS,4973,20,,,,,4977,9,4979.0,20.0,,,4975.0,20252.0
12185,-2,609200,BANANAS,4973,11,4972.0,23.0,,,4979,25,,,,,4976.0,20422.0
12187,-2,609300,BANANAS,4972,28,,,,,4979,28,,,,,4975.5,22342.0
12189,-2,609400,BANANAS,4972,27,,,,,4977,5,4978.0,2.0,4979.0,25.0,4974.5,23774.0
12191,-2,609500,BANANAS,4972,30,,,,,4979,30,,,,,4975.5,24470.0
12193,-2,609600,BANANAS,4972,6,4971.0,26.0,,,4978,28,,,,,4975.0,25386.0
12194,-2,609700,BANANAS,4971,29,,,,,4972,8,4978.0,29.0,,,4971.5,25684.0
12197,-2,609800,BANANAS,4972,20,,,,,4977,8,4979.0,20.0,,,4974.5,23828.0
12199,-2,609900,BANANAS,4972,22,,,,,4979,22,,,,,4975.5,21918.0
12200,-2,610000,BANANAS,4973,27,,,,,4980,27,,,,,4976.5,18822.0
12202,-2,610100,BANANAS,4973,21,,,,,4979,22,,,,,4976.0,20210.0
12205,-2,610200,BANANAS,4978,1,4973.0,3.0,4972.0,25.0,4979,27,,,,,4978.5,20568.0
12207,-2,610300,BANANAS,4973,2,4972.0,30.0,,,4979,32,,,,,4976.0,21278.0
12208,-2,610400,BANANAS,4972,22,,,,,4979,22,,,,,4975.5,22246.0
12210,-2,610500,BANANAS,4973,1,4972.0,22.0,,,4979,23,,,,,4976.0,21238.0
12213,-2,610600,BANANAS,4978,1,4977.0,2.0,4973.0,26.0,4980,26,,,,,4979.0,19962.0
12215,-2,610700,BANANAS,4973,30,,,,,4979,30,,,,,4976.0,20250.0
12216,-2,610800,BANANAS,4973,24,,,,,4978,6,4979.0,2.0,4980.0,23.0,4975.5,20052.0
12218,-2,610900,BANANAS,4973,23,,,,,4978,6,4980.0,23.0,,,4975.5,17800.0
12221,-2,611000,BANANAS,4973,24,,,,,4980,24,,,,,4976.5,18088.0
12223,-2,611100,BANANAS,4974,2,4973.0,26.0,,,4980,28,,,,,4977.0,16044.0
12225,-2,611200,BANANAS,4973,29,,,,,4980,29,,,,,4976.5,16046.0
12227,-2,611300,BANANAS,4974,24,,,,,4975,7,4981.0,24.0,,,4974.5,15170.0
12229,-2,611400,BANANAS,4975,2,4974.0,20.0,,,4979,1,4981.0,22.0,,,4977.0,11698.0
12231,-2,611500,BANANAS,4975,5,4974.0,28.0,,,4976,3,4981.0,28.0,,,4975.5,12682.0
12233,-2,611600,BANANAS,4974,22,,,,,4981,22,,,,,4977.5,11970.0
12235,-2,611700,BANANAS,4975,23,,,,,4982,23,,,,,4978.5,9572.0
12237,-2,611800,BANANAS,4980,1,4975.0,29.0,,,4982,29,,,,,4981.0,9250.0
12238,-2,611900,BANANAS,4976,10,4975.0,25.0,,,4982,26,,,,,4979.0,6692.0
12240,-2,612000,BANANAS,4977,1,4976.0,23.0,,,4983,24,,,,,4980.0,1828.0
12242,-2,612100,BANANAS,4977,23,,,,,4984,23,,,,,4980.5,-932.0
12244,-2,612200,BANANAS,4977,23,,,,,4984,23,,,,,4980.5,-934.0
12246,-2,612300,BANANAS,4982,1,4978.0,3.0,4977.0,28.0,4983,1,4984.0,27.0,,,4982.5,442.0
12248,-2,612400,BANANAS,4977,21,,,,,4983,1,4984.0,20.0,,,4980.0,-78.0
12250,-2,612500,BANANAS,4977,28,,,,,4982,2,4983.0,2.0,4984.0,27.0,4979.5,810.0
12252,-2,612600,BANANAS,4977,9,4976.0,24.0,,,4983,26,,,,,4980.0,2108.0
12254,-2,612700,BANANAS,4977,23,,,,,4984,23,,,,,4980.5,600.0
12256,-2,612800,BANANAS,4977,28,,,,,4984,28,,,,,4980.5,-774.0
12258,-2,612900,BANANAS,4976,29,,,,,4983,29,,,,,4979.5,2158.0
12260,-2,613000,BANANAS,4976,24,,,,,4983,24,,,,,4979.5,2976.0
12262,-2,613100,BANANAS,4977,9,4976.0,23.0,,,4982,2,4983.0,21.0,,,4979.5,4752.0
12264,-2,613200,BANANAS,4976,22,,,,,4983,22,,,,,4979.5,3374.0
12266,-2,613300,BANANAS,4976,25,,,,,4983,25,,,,,4979.5,2508.0
12269,-2,613400,BANANAS,4977,23,,,,,4983,2,4984.0,21.0,,,4980.0,584.0
12271,-2,613500,BANANAS,4977,29,,,,,4983,2,4984.0,27.0,,,4980.0,478.0
12273,-2,613600,BANANAS,4977,22,,,,,4984,22,,,,,4980.5,-662.0
12275,-2,613700,BANANAS,4983,1,4977.0,21.0,,,4984,21,,,,,4983.5,-2132.0
12277,-2,613800,BANANAS,4977,22,,,,,4982,2,4984.0,22.0,,,4979.5,-2190.0
12279,-2,613900,BANANAS,4978,23,,,,,4985,24,,,,,4981.5,-4006.0
12281,-2,614000,BANANAS,4977,20,,,,,4984,21,,,,,4980.5,-792.0
12283,-2,614100,BANANAS,4978,2,4977.0,24.0,,,4984,26,,,,,4981.0,-2850.0
12284,-2,614200,BANANAS,4977,28,,,,,4984,28,,,,,4980.5,-488.0
12287,-2,614300,BANANAS,4978,6,4977.0,29.0,,,4984,29,,,,,4981.0,46.0
12288,-2,614400,BANANAS,4982,1,4977.0,31.0,,,4984,31,,,,,4983.0,-548.0
12291,-2,614500,BANANAS,4977,30,,,,,4984,30,,,,,4980.5,-928.0
12292,-2,614600,BANANAS,4976,23,,,,,4983,23,,,,,4979.5,1536.0
12295,-2,614700,BANANAS,4977,2,4976.0,20.0,,,4981,9,4983.0,22.0,,,4979.0,1358.0
12296,-2,614800,BANANAS,4976,21,,,,,4983,21,,,,,4979.5,5382.0
12299,-2,614900,BANANAS,4976,26,,,,,4983,26,,,,,4979.5,5740.0
12300,-2,615000,BANANAS,4975,22,,,,,4980,7,4982.0,22.0,,,4977.5,6510.0
12303,-2,615100,BANANAS,4976,29,,,,,4983,29,,,,,4979.5,3626.0
12304,-2,615200,BANANAS,4976,30,,,,,4983,30,,,,,4979.5,4152.0
12307,-2,615300,BANANAS,4976,22,,,,,4982,2,4983.0,20.0,,,4979.0,5510.0
12308,-2,615400,BANANAS,4976,3,4975.0,25.0,,,4982,26,,,,,4979.0,6820.0
12311,-2,615500,BANANAS,4975,21,,,,,4982,21,,,,,4978.5,8396.0
12313,-2,615600,BANANAS,4975,23,,,,,4982,23,,,,,4978.5,8402.0
12315,-2,615700,BANANAS,4978,4,4975.0,30.0,,,4982,30,,,,,4980.0,7990.0
12317,-2,615800,BANANAS,4976,30,,,,,4982,1,4983.0,29.0,,,4979.0,4932.0
12319,-2,615900,BANANAS,4975,23,,,,,4980,2,4982.0,23.0,,,4977.5,7352.0
12321,-2,616000,BANANAS,4975,30,,,,,4982,30,,,,,4978.5,6252.0
12323,-2,616100,BANANAS,4975,26,,,,,4982,26,,,,,4978.5,8894.0
12325,-2,616200,BANANAS,4975,29,,,,,4976,3,4981.0,2.0,4982.0,27.0,4975.5,9446.0
12326,-2,616300,BANANAS,4975,23,,,,,4980,9,4982.0,23.0,,,4977.5,7326.0
12328,-2,616400,BANANAS,4976,30,,,,,4981,10,4983.0,30.0,,,4978.5,5036.0
12330,-2,616500,BANANAS,4980,5,4976.0,24.0,,,4983,24,,,,,4981.5,3426.0
12332,-2,616600,BANANAS,4976,21,,,,,4983,21,,,,,4979.5,4490.0
12334,-2,616700,BANANAS,4977,3,4976.0,29.0,,,4983,29,,,,,4980.0,2682.0
12336,-2,616800,BANANAS,4977,32,,,,,4983,2,4984.0,30.0,,,4980.0,-186.0
12338,-2,616900,BANANAS,4976,24,,,,,4983,24,,,,,4979.5,2400.0
12340,-2,617000,BANANAS,4976,30,,,,,4977,7,4983.0,30.0,,,4976.5,3402.0
12342,-2,617100,BANANAS,4977,2,4976.0,20.0,,,4983,20,,,,,4980.0,3194.0
12344,-2,617200,BANANAS,4976,28,,,,,4983,28,,,,,4979.5,2696.0
12346,-2,617300,BANANAS,4976,25,,,,,4981,7,4983.0,26.0,,,4978.5,2062.0
12348,-2,617400,BANANAS,4977,2,4976.0,22.0,,,4983,22,,,,,4980.0,2412.0
12350,-2,617500,BANANAS,4976,28,,,,,4983,28,,,,,4979.5,3622.0
12352,-2,617600,BANANAS,4976,26,,,,,4977,1,4983.0,26.0,,,4976.5,2588.0
12354,-2,617700,BANANAS,4976,25,,,,,4983,25,,,,,4979.5,3924.0
12357,-2,617800,BANANAS,4976,26,,,,,4979,4,4981.0,7.0,4983.0,26.0,4977.5,4198.0
12359,-2,617900,BANANAS,4976,26,,,,,4978,3,4983.0,26.0,,,4977.0,3266.0
12361,-2,618000,BANANAS,4976,21,,,,,4983,21,,,,,4979.5,2360.0
12363,-2,618100,BANANAS,4977,29,,,,,4983,2,4984.0,27.0,,,4980.0,652.0
12365,-2,618200,BANANAS,4977,27,,,,,4984,27,,,,,4980.5,-1148.0
12367,-2,618300,BANANAS,4978,2,4977.0,23.0,,,4984,23,,,,,4981.0,-2534.0
12369,-2,618400,BANANAS,4978,28,,,,,4983,8,4985.0,29.0,,,4980.5,-5482.0
12371,-2,618500,BANANAS,4977,21,,,,,4984,21,,,,,4980.5,-3034.0
12372,-2,618600,BANANAS,4982,1,4978.0,3.0,4977.0,30.0,4984,32,,,,,4983.0,-3518.0
12374,-2,618700,BANANAS,4978,24,,,,,4985,24,,,,,4981.5,-4000.0
12377,-2,618800,BANANAS,4977,23,,,,,4982,2,4984.0,23.0,,,4979.5,-3670.0
12379,-2,618900,BANANAS,4983,1,4982.0,2.0,4978.0,1.0,4984,27,,,,,4983.5,-3760.0
12380,-2,619000,BANANAS,4979,4,4978.0,26.0,,,4984,1,4985.0,25.0,,,4981.5,-4572.0
12382,-2,619100,BANANAS,4979,6,4978.0,27.0,,,4985,27,,,,,4982.0,-4034.0
12385,-2,619200,BANANAS,4984,1,4983.0,3.0,4978.0,26.0,4985,26,,,,,4984.5,-7998.0
12387,-2,619300,BANANAS,4979,21,,,,,4986,21,,,,,4982.5,-11894.0
12388,-2,619400,BANANAS,4980,2,4979.0,30.0,,,4986,30,,,,,4983.0,-11120.0
12390,-2,619500,BANANAS,4979,26,,,,,4980,1,4984.0,3.0,4986.0,26.0,4979.5,-13190.0
12393,-2,619600,BANANAS,4980,29,,,,,4987,29,,,,,4983.5,-14930.0
12395,-2,619700,BANANAS,4980,31,,,,,4987,31,,,,,4983.5,-15518.0
12396,-2,619800,BANANAS,4980,30,,,,,4987,30,,,,,4983.5,-15310.0
12398,-2,619900,BANANAS,4980,20,,,,,4987,20,,,,,4983.5,-16456.0
12401,-2,620000,BANANAS,4983,6,4980.0,26.0,,,4987,26,,,,,4985.0,-16908.0
12403,-2,620100,BANANAS,4981,10,4980.0,22.0,,,4982,3,4987.0,22.0,,,4981.5,-16042.0
12405,-2,620200,BANANAS,4981,3,4980.0,23.0,,,4987,23,,,,,4984.0,-17872.0
12407,-2,620300,BANANAS,4980,21,,,,,4987,21,,,,,4983.5,-18350.0
12409,-2,620400,BANANAS,4984,1,4981.0,29.0,,,4988,29,,,,,4986.0,-20626.0
12411,-2,620500,BANANAS,4986,1,4981.0,1.0,4980.0,23.0,4987,24,,,,,4986.5,-18308.0
12413,-2,620600,BANANAS,4986,1,4980.0,25.0,,,4987,25,,,,,4986.5,-16970.0
12415,-2,620700,BANANAS,4979,21,,,,,4986,21,,,,,4982.5,-11186.0
12416,-2,620800,BANANAS,4979,32,,,,,4986,32,,,,,4982.5,-10526.0
12418,-2,620900,BANANAS,4979,2,4978.0,21.0,,,4983,6,4985.0,23.0,,,4981.0,-8464.0
12420,-2,621000,BANANAS,4979,29,,,,,4985,1,4986.0,28.0,,,4982.0,-9672.0
12422,-2,621100,BANANAS,4979,26,,,,,4986,26,,,,,4982.5,-11696.0
12424,-2,621200,BANANAS,4979,24,,,,,4986,24,,,,,4982.5,-11990.0
12426,-2,621300,BANANAS,4981,8,4980.0,25.0,,,4986,1,4987.0,24.0,,,4983.5,-13808.0
12428,-2,621400,BANANAS,4980,2,4979.0,20.0,,,4984,4,4986.0,22.0,,,4982.0,-12574.0
12430,-2,621500,BANANAS,4979,29,,,,,4986,29,,,,,4982.5,-10318.0
12432,-2,621600,BANANAS,4979,29,,,,,4986,29,,,,,4982.5,-13026.0
12434,-2,621700,BANANAS,4980,21,,,,,4981,11,4987.0,21.0,,,4980.5,-15010.0
12436,-2,621800,BANANAS,4980,20,,,,,4985,4,4987.0,20.0,,,4982.5,-16520.0
12438,-2,621900,BANANAS,4985,1,4980.0,25.0,,,4987,25,,,,,4986.0,-15966.0
12440,-2,622000,BANANAS,4981,2,4980.0,28.0,,,4982,1,4987.0,30.0,,,4981.5,-18006.0
12442,-2,622100,BANANAS,4981,29,,,,,4988,29,,,,,4984.5,-19268.0
12444,-2,622200,BANANAS,4982,28,,,,,4987,1,4988.0,1.0,4989.0,27.0,4984.5,-24370.0
12447,-2,622300,BANANAS,4981,21,,,,,4987,1,4988.0,20.0,,,4984.0,-19374.0
12449,-2,622400,BANANAS,4980,32,,,,,4981,8,4987.0,32.0,,,4980.5,-17136.0
12451,-2,622500,BANANAS,4986,1,4985.0,5.0,4982.0,10.0,4988,28,,,,,4987.0,-18876.0
12453,-2,622600,BANANAS,4981,28,,,,,4986,9,4988.0,28.0,,,4983.5,-20386.0
12455,-2,622700,BANANAS,4981,32,,,,,4988,32,,,,,4984.5,-21096.0
12457,-2,622800,BANANAS,4981,26,,,,,4986,9,4988.0,26.0,,,4983.5,-20834.0
12459,-2,622900,BANANAS,4981,25,,,,,4986,3,4988.0,25.0,,,4983.5,-19658.0
12460,-2,623000,BANANAS,4982,2,4981.0,25.0,,,4988,27,,,,,4985.0,-22894.0
12463,-2,623100,BANANAS,4982,25,,,,,4987,1,4989.0,25.0,,,4984.5,-25160.0
12464,-2,623200,BANANAS,4982,28,,,,,4984,5,4989.0,28.0,,,4983.0,-25902.0
12467,-2,623300,BANANAS,4982,27,,,,,4987,6,4989.0,27.0,,,4984.5,-26788.0
12468,-2,623400,BANANAS,4983,25,,,,,4990,25,,,,,4986.5,-30138.0
12471,-2,623500,BANANAS,4983,28,,,,,4989,29,,,,,4986.0,-28314.0
12472,-2,623600,BANANAS,4982,28,,,,,4989,28,,,,,4985.5,-26188.0
12475,-2,623700,BANANAS,4982,23,,,,,4989,23,,,,,4985.5,-26058.0
12476,-2,623800,BANANAS,4982,32,,,,,4988,2,4989.0,30.0,,,4985.0,-24160.0
12479,-2,623900,BANANAS,4983,1,4982.0,29.0,,,4989,29,,,,,4986.0,-25926.0
12480,-2,624000,BANANAS,4987,2,4982.0,30.0,,,4989,30,,,,,4988.0,-27400.0
12483,-2,624100,BANANAS,4987,3,4983.0,22.0,,,4989,2,4990.0,20.0,,,4988.0,-28886.0
12484,-2,624200,BANANAS,4983,27,,,,,4989,1,4990.0,26.0,,,4986.0,-28528.0
12487,-2,624300,BANANAS,4983,1,4982.0,30.0,,,4987,8,4989.0,31.0,,,4985.0,-27478.0
12488,-2,624400,BANANAS,4987,4,4983.0,27.0,,,4989,27,,,,,4988.0,-28362.0
12491,-2,624500,BANANAS,4983,2,4982.0,25.0,,,4989,25,,,,,4986.0,-24416.0
12493,-2,624600,BANANAS,4981,32,,,,,4988,32,,,,,4984.5,-21524.0
12495,-2,624700,BANANAS,4981,30,,,,,4987,2,4988.0,28.0,,,4984.0,-19630.0
12497,-2,624800,BANANAS,4981,9,4980.0,23.0,,,4987,23,,,,,4984.0,-17016.0
12499,-2,624900,BANANAS,4980,20,,,,,4987,20,,,,,4983.5,-17090.0
12501,-2,625000,BANANAS,4981,2,4980.0,23.0,,,4987,23,,,,,4984.0,-14926.0
12503,-2,625100,BANANAS,4981,7,4980.0,22.0,,,4987,22,,,,,4984.0,-16252.0
12504,-2,625200,BANANAS,4985,1,4980.0,21.0,,,4987,21,,,,,4986.0,-16092.0
12506,-2,625300,BANANAS,4984,5,4980.0,2.0,4979.0,26.0,4986,28,,,,,4985.0,-12936.0
12508,-2,625400,BANANAS,4984,1,4979.0,2.0,4978.0,28.0,4985,30,,,,,4984.5,-8214.0
12510,-2,625500,BANANAS,4979,31,,,,,4986,31,,,,,4982.5,-11824.0
12512,-2,625600,BANANAS,4980,6,4979.0,21.0,,,4986,21,,,,,4983.0,-12434.0
12514,-2,625700,BANANAS,4979,24,,,,,4984,10,4986.0,24.0,,,4981.5,-13272.0
12516,-2,625800,BANANAS,4979,21,,,,,4986,21,,,,,4982.5,-12320.0
12518,-2,625900,BANANAS,4979,29,,,,,4986,29,,,,,4982.5,-10430.0
12520,-2,626000,BANANAS,4980,3,4979.0,26.0,,,4986,28,,,,,4983.0,-13012.0
12522,-2,626100,BANANAS,4979,26,,,,,4986,26,,,,,4982.5,-10728.0
12524,-2,626200,BANANAS,4979,26,,,,,4986,26,,,,,4982.5,-9912.0
12526,-2,626300,BANANAS,4984,1,4979.0,27.0,,,4985,2,4986.0,25.0,,,4984.5,-9896.0
12528,-2,626400,BANANAS,4979,2,4978.0,20.0,,,4983,1,4985.0,22.0,,,4981.0,-8176.0
12530,-2,626500,BANANAS,4978,26,,,,,4985,26,,,,,4981.5,-7100.0
12532,-2,626600,BANANAS,4978,25,,,,,4985,25,,,,,4981.5,-6038.0
12535,-2,626700,BANANAS,4979,4,4978.0,26.0,,,4984,1,4985.0,25.0,,,4981.5,-5056.0
12537,-2,626800,BANANAS,4979,3,4978.0,21.0,,,4985,22,,,,,4982.0,-8018.0
12539,-2,626900,BANANAS,4979,1,4978.0,23.0,,,4983,7,4985.0,25.0,,,4981.0,-8086.0
12541,-2,627000,BANANAS,4979,28,,,,,4986,28,,,,,4982.5,-9978.0
12543,-2,627100,BANANAS,4979,2,4978.0,28.0,,,4985,30,,,,,4982.0,-8250.0
12545,-2,627200,BANANAS,4978,26,,,,,4979,1,4985.0,26.0,,,4978.5,-7146.0
12547,-2,627300,BANANAS,4978,24,,,,,4979,5,4985.0,25.0,,,4978.5,-5894.0
12549,-2,627400,BANANAS,4978,2,4977.0,26.0,,,4984,28,,,,,4981.0,-2800.0
12551,-2,627500,BANANAS,4977,29,,,,,4982,3,4984.0,29.0,,,4979.5,-2778.0
12552,-2,627600,BANANAS,4977,30,,,,,4982,1,4983.0,2.0,4984.0,28.0,4979.5,20.0
12554,-2,627700,BANANAS,4982,1,4977.0,3.0,4976.0,28.0,4983,30,,,,,4982.5,2338.0
12557,-2,627800,BANANAS,4982,1,4977.0,1.0,4976.0,28.0,4983,29,,,,,4982.5,2384.0
12559,-2,627900,BANANAS,4977,2,4976.0,28.0,,,4983,30,,,,,4980.0,1856.0
12560,-2,628000,BANANAS,4976,29,,,,,4983,29,,,,,4979.5,3442.0
12562,-2,628100,BANANAS,4976,23,,,,,4983,23,,,,,4979.5,3194.0
12565,-2,628200,BANANAS,4977,31,,,,,4983,2,4984.0,29.0,,,4980.0,918.0
12567,-2,628300,BANANAS,4977,31,,,,,4984,31,,,,,4980.5,-1854.0
12568,-2,628400,BANANAS,4978,1,4977.0,24.0,,,4980,1,4984.0,25.0,,,4979.0,-3586.0
12570,-2,628500,BANANAS,4978,5,4977.0,30.0,,,4984,32,,,,,4981.0,-2954.0
12573,-2,628600,BANANAS,4979,4,4978.0,30.0,,,4985,30,,,,,4982.0,-5398.0
12575,-2,628700,BANANAS,4978,30,,,,,4985,30,,,,,4981.5,-4818.0
12576,-2,628800,BANANAS,4983,1,4982.0,2.0,4978.0,24.0,4984,2,4985.0,22.0,,,4983.5,-4206.0
12579,-2,628900,BANANAS,4978,24,,,,,4983,1,4985.0,24.0,,,4980.5,-6050.0
12581,-2,629000,BANANAS,4978,32,,,,,4985,32,,,,,4981.5,-6752.0
12583,-2,629100,BANANAS,4979,11,4978.0,28.0,,,4985,30,,,,,4982.0,-7708.0
12585,-2,629200,BANANAS,4978,23,,,,,4985,24,,,,,4981.5,-6078.0
12587,-2,629300,BANANAS,4978,26,,,,,4985,26,,,,,4981.5,-5538.0
12589,-2,629400,BANANAS,4979,6,4978.0,25.0,,,4985,25,,,,,4982.0,-6148.0
12591,-2,629500,BANANAS,4978,28,,,,,4985,28,,,,,4981.5,-7164.0
12593,-2,629600,BANANAS,4979,2,4978.0,24.0,,,4985,26,,,,,4982.0,-8248.0
12594,-2,629700,BANANAS,4979,9,4978.0,28.0,,,4984,1,4985.0,27.0,,,4981.5,-4780.0
12596,-2,629800,BANANAS,4979,25,,,,,4985,1,4986.0,24.0,,,4982.0,-9148.0
12598,-2,629900,BANANAS,4980,10,4979.0,28.0,,,4986,28,,,,,4983.0,-10714.0
12600,-2,630000,BANANAS,4979,27,,,,,4986,27,,,,,4982.5,-9120.0
12602,-2,630100,BANANAS,4979,21,,,,,4986,21,,,,,4982.5,-11428.0
12604,-2,630200,BANANAS,4979,26,,,,,4984,8,4986.0,26.0,,,4981.5,-11194.0
12606,-2,630300,BANANAS,4979,25,,,,,4986,25,,,,,4982.5,-10466.0
