,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
7970,-2,398500,PEARLS,9998,10,9995.0,30.0,,,10005,30,,,,,10001.5,-108.0
7973,-2,398600,PEARLS,9998,8,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,-108.0
7975,-2,398700,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-108.0
7977,-2,398800,PEARLS,9998,2,9995.0,25.0,,,10005,25,,,,,10001.5,-108.0
7979,-2,398900,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-108.0
7981,-2,399000,PEARLS,9996,1,9995.0,29.0,,,10002,10,10004.0,1.0,10005.0,29.0,9999.0,-108.0
7983,-2,399100,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-108.0
7985,-2,399200,PEARLS,10002,3,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10003.0,-108.0
7987,-2,399300,PEARLS,9995,28,,,,,10005,28,,,,,10000.0,-102.0
7989,-2,399400,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-102.0
7991,-2,399500,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-102.0
7993,-2,399600,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-102.0
7995,-2,399700,PEARLS,9996,2,9995.0,22.0,,,9998,3,10002.0,5.0,10004.0,2.0,9997.0,-102.0
7997,-2,399800,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-102.0
7999,-2,399900,PEARLS,9998,6,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,-102.0
8001,-2,400000,PEARLS,9996,2,9995.0,22.0,,,9998,1,10004.0,2.0,10005.0,22.0,9997.0,-102.0
8002,-2,400100,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,-102.0
8004,-2,400200,PEARLS,9995,28,,,,,10005,28,,,,,10000.0,-102.0
8006,-2,400300,PEARLS,10002,1,9998.0,1.0,9995.0,22.0,10005,22,,,,,10003.5,-102.0
8008,-2,400400,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-102.0
8010,-2,400500,PEARLS,9996,2,9995.0,29.0,,,9998,1,10004.0,2.0,10005.0,29.0,9997.0,-106.0
8012,-2,400600,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-108.0
8014,-2,400700,PEARLS,9998,1,9996.0,2.0,9995.0,24.0,10004,2,10005.0,24.0,,,10001.0,-100.0
8017,-2,400800,PEARLS,10002,5,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10003.0,-100.0
8018,-2,400900,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-90.0
8021,-2,401000,PEARLS,9995,30,,,,,10005,30,,,,,10000.0,-90.0
8022,-2,401100,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,-90.0
8025,-2,401200,PEARLS,9996,2,9995.0,28.0,,,9998,9,10004.0,2.0,10005.0,28.0,9997.0,-90.0
8026,-2,401300,PEARLS,9996,2,9995.0,27.0,,,10002,10,10004.0,2.0,10005.0,27.0,9999.0,-90.0
8029,-2,401400,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-90.0
8030,-2,401500,PEARLS,9995,25,,,,,9998,3,10005.0,25.0,,,9996.5,-106.0
8033,-2,401600,PEARLS,10000,2,9998.0,6.0,9995.0,24.0,10005,24,,,,,10002.5,-114.0
8034,-2,401700,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,-114.0
8037,-2,401800,PEARLS,9995,30,,,,,10005,30,,,,,10000.0,-114.0
8038,-2,401900,PEARLS,9998,4,9995.0,26.0,,,10005,26,,,,,10001.5,-114.0
8041,-2,402000,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-114.0
8042,-2,402100,PEARLS,9996,1,9995.0,25.0,,,9998,12,10004.0,1.0,10005.0,25.0,9997.0,-114.0
8045,-2,402200,PEARLS,9995,23,,,,,10002,8,10005.0,23.0,,,9998.5,-114.0
8046,-2,402300,PEARLS,9998,7,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,-114.0
8048,-2,402400,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-114.0
8050,-2,402500,PEARLS,10000,5,9996.0,2.0,9995.0,25.0,10002,9,10004.0,2.0,10005.0,25.0,10001.0,-122.0
8052,-2,402600,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-122.0
8054,-2,402700,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-122.0
8056,-2,402800,PEARLS,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0,-122.0
8058,-2,402900,PEARLS,9998,1,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10001.0,-124.0
8060,-2,403000,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-124.0
8063,-2,403100,PEARLS,9998,5,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,-124.0
8065,-2,403200,PEARLS,9996,2,9995.0,30.0,,,10002,3,10004.0,2.0,10005.0,30.0,9999.0,-122.0
8067,-2,403300,PEARLS,9996,1,9995.0,27.0,,,10002,2,10004.0,1.0,10005.0,27.0,9999.0,-122.0
8069,-2,403400,PEARLS,9996,1,9995.0,22.0,,,10002,10,10004.0,1.0,10005.0,22.0,9999.0,-122.0
8071,-2,403500,PEARLS,9995,29,,,,,10005,29,,,,,10000.0,-122.0
8073,-2,403600,PEARLS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,-122.0
8075,-2,403700,PEARLS,9996,2,9995.0,20.0,,,10002,1,10004.0,2.0,10005.0,20.0,9999.0,-122.0
8077,-2,403800,PEARLS,9996,2,9995.0,28.0,,,9998,1,10004.0,2.0,10005.0,28.0,9997.0,-122.0
8079,-2,403900,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-124.0
8081,-2,404000,PEARLS,9995,25,,,,,10002,7,10005.0,25.0,,,9998.5,-124.0
8083,-2,404100,PEARLS,9996,1,9995.0,26.0,,,10002,9,10004.0,1.0,10005.0,26.0,9999.0,-124.0
8085,-2,404200,PEARLS,9995,23,,,,,10002,3,10005.0,23.0,,,9998.5,-118.0
8087,-2,404300,PEARLS,9998,2,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-118.0
8089,-2,404400,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-118.0
8090,-2,404500,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-118.0
8092,-2,404600,PEARLS,10002,1,9998.0,6.0,9995.0,21.0,10005,21,,,,,10003.5,-118.0
8094,-2,404700,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-118.0
8096,-2,404800,PEARLS,9996,1,9995.0,26.0,,,10002,8,10004.0,1.0,10005.0,26.0,9999.0,-118.0
8098,-2,404900,PEARLS,9998,3,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-118.0
8100,-2,405000,PEARLS,9998,9,9995.0,22.0,,,10005,22,,,,,10001.5,-122.0
8102,-2,405100,PEARLS,9996,1,9995.0,26.0,,,10002,10,10004.0,1.0,10005.0,26.0,9999.0,-122.0
8104,-2,405200,PEARLS,9998,8,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10001.0,-122.0
8106,-2,405300,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-128.0
8109,-2,405400,PEARLS,9996,2,9995.0,27.0,,,10000,5,10002.0,6.0,10004.0,2.0,9998.0,-128.0
8111,-2,405500,PEARLS,9996,1,9995.0,22.0,,,10002,5,10004.0,1.0,10005.0,22.0,9999.0,-128.0
8112,-2,405600,PEARLS,9998,7,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,-128.0
8114,-2,405700,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-128.0
8117,-2,405800,PEARLS,9996,2,9995.0,28.0,,,10002,4,10004.0,2.0,10005.0,28.0,9999.0,-128.0
8119,-2,405900,PEARLS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5,-128.0
8120,-2,406000,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-130.0
8122,-2,406100,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-130.0
8125,-2,406200,PEARLS,10002,3,9995.0,22.0,,,10005,22,,,,,10003.5,-130.0
8127,-2,406300,PEARLS,9995,30,,,,,9998,1,10002.0,5.0,10005.0,30.0,9996.5,-124.0
8128,-2,406400,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-124.0
8130,-2,406500,PEARLS,9995,27,,,,,10005,27,,,,,10000.0,-124.0
8133,-2,406600,PEARLS,9996,1,9995.0,26.0,,,10002,4,10004.0,1.0,10005.0,26.0,9999.0,-124.0
8135,-2,406700,PEARLS,9996,1,9995.0,22.0,,,10002,5,10004.0,1.0,10005.0,22.0,9999.0,-124.0
8136,-2,406800,PEARLS,9998,4,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,-124.0
8138,-2,406900,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-124.0
8140,-2,407000,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,-124.0
8142,-2,407100,PEARLS,9996,1,9995.0,28.0,,,9998,1,10002.0,6.0,10004.0,1.0,9997.0,-124.0
8144,-2,407200,PEARLS,9998,8,9995.0,25.0,,,10005,25,,,,,10001.5,-124.0
8146,-2,407300,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-124.0
8148,-2,407400,PEARLS,9996,1,9995.0,23.0,,,9998,1,10004.0,1.0,10005.0,23.0,9997.0,-124.0
8151,-2,407500,PEARLS,9995,30,,,,,9998,6,10005.0,30.0,,,9996.5,-124.0
8153,-2,407600,PEARLS,10002,1,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10003.0,-140.0
8155,-2,407700,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-140.0
8157,-2,407800,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,-140.0
8159,-2,407900,PEARLS,9995,24,,,,,9998,1,10005.0,24.0,,,9996.5,-140.0
8161,-2,408000,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-142.0
8163,-2,408100,PEARLS,9995,22,,,,,10005,22,,,,,10000.0,-142.0
8165,-2,408200,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,-142.0
8167,-2,408300,PEARLS,9998,10,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10001.0,-142.0
8169,-2,408400,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-142.0
8171,-2,408500,PEARLS,9998,9,9995.0,24.0,,,10005,24,,,,,10001.5,-142.0
8173,-2,408600,PEARLS,10002,1,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10003.0,-142.0
8175,-2,408700,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,-140.0
8177,-2,408800,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-140.0
8179,-2,408900,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-140.0
8180,-2,409000,PEARLS,9995,28,,,,,10005,28,,,,,10000.0,-140.0
8182,-2,409100,PEARLS,10000,4,9996.0,1.0,9995.0,20.0,10002,3,10004.0,1.0,10005.0,20.0,10001.0,-142.0
8184,-2,409200,PEARLS,9996,2,9995.0,27.0,,,9998,1,10004.0,2.0,10005.0,27.0,9997.0,-142.0
8186,-2,409300,PEARLS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-144.0
8188,-2,409400,PEARLS,9996,1,9995.0,25.0,,,9998,1,10004.0,1.0,10005.0,25.0,9997.0,-144.0
8190,-2,409500,PEARLS,9996,2,9995.0,23.0,,,10002,4,10004.0,2.0,10005.0,23.0,9999.0,-144.0
8192,-2,409600,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-144.0
8194,-2,409700,PEARLS,9998,3,9995.0,30.0,,,10005,30,,,,,10001.5,-144.0
8197,-2,409800,PEARLS,9996,2,9995.0,22.0,,,10002,2,10004.0,2.0,10005.0,22.0,9999.0,-144.0
8198,-2,409900,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-144.0
8201,-2,410000,PEARLS,9998,8,9996.0,2.0,9995.0,25.0,10004,2,10005.0,25.0,,,10001.0,-144.0
8202,-2,410100,PEARLS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,-144.0
8205,-2,410200,PEARLS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-146.0
8206,-2,410300,PEARLS,9995,30,,,,,10005,30,,,,,10000.0,-146.0
8209,-2,410400,PEARLS,9996,2,9995.0,21.0,,,9998,1,10004.0,2.0,10005.0,21.0,9997.0,-146.0
8210,-2,410500,PEARLS,9995,27,,,,,10005,27,,,,,10000.0,-146.0
8213,-2,410600,PEARLS,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-146.0
8214,-2,410700,PEARLS,9996,1,9995.0,28.0,,,9998,1,10004.0,1.0,10005.0,28.0,9997.0,-104.0
8217,-2,410800,PEARLS,9996,2,9995.0,29.0,,,10002,10,10004.0,2.0,10005.0,29.0,9999.0,-104.0
8218,-2,410900,PEARLS,9996,1,9995.0,26.0,,,10002,6,10004.0,1.0,10005.0,26.0,9999.0,-104.0
8221,-2,411000,PEARLS,10002,1,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10003.0,-104.0
8222,-2,411100,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,-104.0
8224,-2,411200,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-104.0
8226,-2,411300,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-104.0
8228,-2,411400,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,-104.0
8230,-2,411500,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-104.0
8232,-2,411600,PEARLS,9996,2,9995.0,26.0,,,9998,1,10004.0,2.0,10005.0,26.0,9997.0,-104.0
8234,-2,411700,PEARLS,9998,5,9995.0,22.0,,,10005,22,,,,,10001.5,-104.0
8236,-2,411800,PEARLS,9998,4,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0,-104.0
8239,-2,411900,PEARLS,10000,5,9995.0,23.0,,,10002,4,10005.0,23.0,,,10001.0,-106.0
8241,-2,412000,PEARLS,10002,4,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,-106.0
8243,-2,412100,PEARLS,9998,2,9995.0,21.0,,,10005,21,,,,,10001.5,-100.0
8245,-2,412200,PEARLS,9995,27,,,,,10005,27,,,,,10000.0,-100.0
8247,-2,412300,PEARLS,9998,10,9995.0,29.0,,,10005,29,,,,,10001.5,-100.0
8249,-2,412400,PEARLS,9996,1,9995.0,22.0,,,9998,1,10004.0,1.0,10005.0,22.0,9997.0,-100.0
8251,-2,412500,PEARLS,9995,29,,,,,10000,3,10002.0,5.0,10005.0,29.0,9997.5,-100.0
8253,-2,412600,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-100.0
8255,-2,412700,PEARLS,9998,10,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,-108.0
8257,-2,412800,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,-108.0
8259,-2,412900,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-108.0
8261,-2,413000,PEARLS,9995,26,,,,,10002,1,10005.0,26.0,,,9998.5,-94.0
8263,-2,413100,PEARLS,9995,26,,,,,10002,4,10005.0,26.0,,,9998.5,-92.0
8265,-2,413200,PEARLS,9998,2,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,-102.0
8267,-2,413300,PEARLS,9995,27,,,,,10002,8,10005.0,27.0,,,9998.5,-100.0
8268,-2,413400,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-100.0
8270,-2,413500,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-100.0
8272,-2,413600,PEARLS,10002,2,9998.0,9.0,9996.0,2.0,10004,2,10005.0,21.0,,,10003.0,-100.0
8274,-2,413700,PEARLS,10002,1,9995.0,23.0,,,10005,23,,,,,10003.5,-96.0
8276,-2,413800,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-96.0
8278,-2,413900,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-96.0
8280,-2,414000,PEARLS,9998,3,9996.0,2.0,9995.0,20.0,10004,2,10005.0,20.0,,,10001.0,-98.0
8282,-2,414100,PEARLS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-64.0
8284,-2,414200,PEARLS,9998,1,9995.0,22.0,,,10005,22,,,,,10001.5,-64.0
8286,-2,414300,PEARLS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-64.0
8289,-2,414400,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-64.0
8291,-2,414500,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-64.0
8292,-2,414600,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-64.0
8294,-2,414700,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-64.0
8297,-2,414800,PEARLS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-64.0
8299,-2,414900,PEARLS,9995,30,,,,,10005,30,,,,,10000.0,-64.0
8300,-2,415000,PEARLS,9995,26,,,,,10005,26,,,,,10000.0,-64.0
8302,-2,415100,PEARLS,10002,3,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10003.0,-48.0
8305,-2,415200,PEARLS,9996,1,9995.0,28.0,,,9998,4,10002.0,10.0,10004.0,1.0,9997.0,-42.0
8307,-2,415300,PEARLS,9998,4,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0,-42.0
8308,-2,415400,PEARLS,9996,1,9995.0,30.0,,,10002,3,10004.0,1.0,10005.0,30.0,9999.0,-42.0
8310,-2,415500,PEARLS,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5,-42.0
8313,-2,415600,PEARLS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,-42.0
8314,-2,415700,PEARLS,9996,1,9995.0,27.0,,,10002,5,10004.0,1.0,10005.0,27.0,9999.0,-42.0
8316,-2,415800,PEARLS,9995,24,,,,,10005,24,,,,,10000.0,-42.0
8318,-2,415900,PEARLS,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0,-72.0
8320,-2,416000,PEARLS,9995,20,,,,,10005,20,,,,,10000.0,-72.0
8322,-2,416100,PEARLS,9998,2,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0,-72.0
8324,-2,416200,PEARLS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-82.0
8326,-2,416300,PEARLS,9998,10,9995.0,21.0,,,10005,21,,,,,10001.5,-82.0
8329,-2,416400,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-82.0
8331,-2,416500,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-82.0
8333,-2,416600,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-82.0
8335,-2,416700,PEARLS,9996,2,9995.0,27.0,,,10002,9,10004.0,2.0,10005.0,27.0,9999.0,-82.0
8337,-2,416800,PEARLS,9998,5,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10001.0,-82.0
8339,-2,416900,PEARLS,9996,2,9995.0,22.0,,,9998,1,10004.0,2.0,10005.0,22.0,9997.0,-78.0
8341,-2,417000,PEARLS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-78.0
8343,-2,417100,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-78.0
8345,-2,417200,PEARLS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-78.0
8347,-2,417300,PEARLS,9996,2,9995.0,25.0,,,10002,2,10004.0,2.0,10005.0,25.0,9999.0,-78.0
8349,-2,417400,PEARLS,9996,1,9995.0,23.0,,,10002,4,10004.0,1.0,10005.0,23.0,9999.0,-78.0
8351,-2,417500,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,-78.0
8353,-2,417600,PEARLS,9996,1,9995.0,30.0,,,10000,4,10004.0,1.0,10005.0,30.0,9998.0,-78.0
8355,-2,417700,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-78.0
8357,-2,417800,PEARLS,9996,2,9995.0,21.0,,,9998,1,10004.0,2.0,10005.0,21.0,9997.0,-78.0
8358,-2,417900,PEARLS,9995,22,,,,,9998,1,10005.0,22.0,,,9996.5,-84.0
8360,-2,418000,PEARLS,9995,25,,,,,10005,25,,,,,10000.0,-86.0
8362,-2,418100,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-86.0
8364,-2,418200,PEARLS,9996,1,9995.0,30.0,,,10002,2,10004.0,1.0,10005.0,30.0,9999.0,-86.0
8366,-2,418300,PEARLS,10002,1,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10003.0,-86.0
8368,-2,418400,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-84.0
8370,-2,418500,PEARLS,9998,6,9995.0,26.0,,,10005,26,,,,,10001.5,-86.0
8373,-2,418600,PEARLS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-86.0
8374,-2,418700,PEARLS,10002,11,9995.0,20.0,,,10005,20,,,,,10003.5,-86.0
8377,-2,418800,PEARLS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-86.0
8378,-2,418900,PEARLS,9995,30,,,,,9998,1,10005.0,30.0,,,9996.5,-86.0
8381,-2,419000,PEARLS,9998,2,9995.0,25.0,,,10005,25,,,,,10001.5,-86.0
8382,-2,419100,PEARLS,9995,28,,,,,10005,28,,,,,10000.0,-86.0
8385,-2,419200,PEARLS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-86.0
8386,-2,419300,PEARLS,9995,29,,,,,10005,29,,,,,10000.0,-86.0
8389,-2,419400,PEARLS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-86.0
8390,-2,419500,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,-86.0
8393,-2,419600,PEARLS,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-86.0
8394,-2,419700,PEARLS,9998,3,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,-86.0
8397,-2,419800,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-86.0
8398,-2,419900,PEARLS,9998,9,9995.0,26.0,,,10005,26,,,,,10001.5,-86.0
8401,-2,420000,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-86.0
8402,-2,420100,PEARLS,9996,2,9995.0,27.0,,,10002,8,10004.0,2.0,10005.0,27.0,9999.0,-84.0
8404,-2,420200,PEARLS,9995,23,,,,,10005,23,,,,,10000.0,-84.0
8406,-2,420300,PEARLS,10002,4,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,-28.0
8408,-2,420400,PEARLS,9996,1,9995.0,25.0,,,9998,1,10004.0,1.0,10005.0,25.0,9997.0,-20.0
8410,-2,420500,PEARLS,9995,21,,,,,10002,1,10005.0,21.0,,,9998.5,-20.0
8412,-2,420600,PEARLS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-20.0
8414,-2,420700,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-24.0
8417,-2,420800,PEARLS,9998,7,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-24.0
8419,-2,420900,PEARLS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-24.0
8421,-2,421000,PEARLS,9995,21,,,,,10002,5,10005.0,21.0,,,9998.5,-24.0
8423,-2,421100,PEARLS,9998,10,9995.0,25.0,,,10005,25,,,,,10001.5,-24.0
8425,-2,421200,PEARLS,10002,1,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10003.0,-24.0
8427,-2,421300,PEARLS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-22.0
8429,-2,421400,PEARLS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-22.0
8431,-2,421500,PEARLS,9996,2,9995.0,22.0,,,9998,1,10004.0,2.0,10005.0,22.0,9997.0,-22.0
8433,-2,421600,PEARLS,9995,21,,,,,10005,21,,,,,10000.0,-24.0
8435,-2,421700,PEARLS,9995,25,,,,,10002,3,10005.0,25.0,,,9998.5,-24.0
8437,-2,421800,PEARLS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-24.0
8439,-2,421900,PEARLS,10002,1,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10003.0,-24.0
8441,-2,422000,PEARLS,9996,2,9995.0,23.0,,,10002,9,10004.0,2.0,10005.0,23.0,9999.0,-22.0
8443,-2,422100,PEARLS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-22.0
8445,-2,422200,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-22.0
8446,-2,422300,PEARLS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-22.0
8448,-2,422400,PEARLS,9998,5,9995.0,27.0,,,10005,27,,,,,10001.5,-22.0
8450,-2,422500,PEARLS,9998,8,9995.0,23.0,,,10005,23,,,,,10001.5,-22.0
8452,-2,422600,PEARLS,10000,3,9996.0,2.0,9995.0,29.0,10002,6,10004.0,2.0,10005.0,29.0,10001.0,-22.0
8454,-2,422700,PEARLS,10000,3,9995.0,23.0,,,10005,23,,,,,10002.5,-22.0
8456,-2,422800,PEARLS,9995,24,,,,,9998,1,10005.0,24.0,,,9996.5,-22.0
8458,-2,422900,PEARLS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,-22.0
