day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
0,83100,PEARLS,9995,28,,,,,9998,1,10005,28,,,9996.5,-17
0,83100,BANANAS,4893,28,,,,,4900,28,,,,,4896.5,-1507.75
0,83200,PEARLS,9998,7,9995,30,,,10005,30,,,,,10001.5,-17
0,83200,BANANAS,4894,7,4893,30,,,4900,30,,,,,4897,-1706
0,83300,PEARLS,9995,30,,,,,10002,2,10005,30,,,9998.5,-17
0,83300,BANANAS,4894,30,,,,,4898,2,4900,30,,,4896,-1939.75
0,83400,PEARLS,10002,1,9996,1,9995,26,10004,1,10005,26,,,10003,-17
0,83400,BANANAS,4893,27,,,,,4900,27,,,,,4896.5,-1546.25
0,83500,PEARLS,9996,2,9995,22,,,10002,7,10004,2,10005,22,9999,-15
0,83500,BANANAS,4893,2,4892,22,,,4897,7,4899,24,,,4895,-1213.5
0,83600,PEARLS,9995,27,,,,,10005,27,,,,,10000,-15
0,83600,BANANAS,4892,27,,,,,4899,27,,,,,4895.5,-1072.5
0,83700,PEARLS,10002,1,9995,29,,,10005,29,,,,,10003.5,-15
0,83700,BANANAS,4892,29,,,,,4899,29,,,,,4895.5,-1305.5
0,83800,PEARLS,9995,24,,,,,10005,24,,,,,10000,-15
0,83800,BANANAS,4893,24,,,,,4900,24,,,,,4896.5,-1491
0,83900,PEARLS,9995,25,,,,,10002,1,10005,25,,,9998.5,-10
0,83900,BANANAS,4893,25,,,,,4897,1,4899,25,,,4895,-1329.75
0,84000,PEARLS,9996,1,9995,21,,,10004,1,10005,21,,,10000,-10
0,84000,BANANAS,4892,22,,,,,4899,22,,,,,4895.5,-995.75
0,84100,PEARLS,10002,1,9996,1,9995,23,10004,1,10005,23,,,10003,-10
0,84100,BANANAS,4896,1,4891,24,,,4897,1,4898,23,,,4896.5,-374
0,84200,PEARLS,9996,1,9995,29,,,10002,8,10004,1,10005,29,9999,-8
0,84200,BANANAS,4891,30,,,,,4892,3,4896,8,4897,1,4891.5,-324.5
0,84300,PEARLS,9996,2,9995,24,,,10004,2,10005,24,,,10000,-8
0,84300,BANANAS,4890,26,,,,,4897,26,,,,,4893.5,-7
0,84400,PEARLS,9996,1,9995,23,,,10002,6,10004,1,10005,23,9999,-8
0,84400,BANANAS,4890,24,,,,,4895,6,4896,1,4897,23,4892.5,280.5
0,84500,PEARLS,9996,1,9995,27,,,10002,8,10004,1,10005,27,9999,-8
0,84500,BANANAS,4891,1,4890,27,,,4895,8,4897,28,,,4893,-48.25
0,84600,PEARLS,9995,21,,,,,10005,21,,,,,10000,-12
0,84600,BANANAS,4891,21,,,,,4898,21,,,,,4894.5,-362.75
0,84700,PEARLS,9998,3,9996,2,9995,30,10004,2,10005,30,,,10001,-12
0,84700,BANANAS,4892,3,4891,32,,,4898,32,,,,,4895,-605.75
0,84800,PEARLS,10002,1,9996,1,9995,22,10004,1,10005,22,,,10003,-12
0,84800,BANANAS,4896,1,4891,23,,,4898,23,,,,,4897,-460.75
0,84900,PEARLS,9996,1,9995,28,,,10004,1,10005,28,,,10000,-10
0,84900,BANANAS,4891,1,4890,28,,,4897,29,,,,,4894,-126.5
0,85000,PEARLS,9995,29,,,,,10005,29,,,,,10000,-10
0,85000,BANANAS,4890,29,,,,,4897,29,,,,,4893.5,-169.25
0,85100,PEARLS,9996,2,9995,20,,,10002,8,10004,2,10005,20,9999,-10
0,85100,BANANAS,4891,22,,,,,4896,8,4897,2,4898,20,4893.5,-344.5
0,85200,PEARLS,9996,2,9995,25,,,10002,9,10004,2,10005,25,9999,-10
0,85200,BANANAS,4891,27,,,,,4896,9,4897,2,4898,25,4893.5,-310.5
0,85300,PEARLS,9995,22,,,,,10002,4,10005,22,,,9998.5,-8
0,85300,BANANAS,4891,22,,,,,4896,4,4898,22,,,4893.5,-259.75
0,85400,PEARLS,9995,29,,,,,10005,29,,,,,10000,-8
0,85400,BANANAS,4896,1,4891,29,,,4897,29,,,,,4896.5,-222.25
0,85500,BANANAS,4891,9,4890,30,,,4897,32,,,,,4894,-47.75
0,85500,PEARLS,9998,7,9996,2,9995,30,10004,2,10005,30,,,10001,-8
0,85600,BANANAS,4890,27,,,,,4895,7,4896,2,4897,25,4892.5,208
0,85600,PEARLS,9996,2,9995,25,,,10002,7,10004,2,10005,25,9999,-22
0,85700,PEARLS,9996,2,9995,20,,,10004,2,10005,20,,,10000,-30
0,85700,BANANAS,4890,22,,,,,4891,3,4897,22,,,4890.5,114.5
0,85800,PEARLS,10002,1,9998,1,9996,2,10004,2,10005,20,,,10003,-30
0,85800,BANANAS,4891,3,4890,20,,,4892,1,4897,22,,,4891.5,-59.5
0,85900,BANANAS,4891,1,4890,20,,,4897,21,,,,,4894,-147.75
0,85900,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,-28
0,86000,BANANAS,4890,1,4889,20,,,4896,21,,,,,4893,474.75
0,86000,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,-32
0,86100,PEARLS,9996,2,9995,20,,,10004,2,10005,20,,,10000,-32
0,86100,BANANAS,4890,22,,,,,4896,22,,,,,4893,342.75
0,86200,PEARLS,9995,22,,,,,9998,2,10005,22,,,9996.5,-32
0,86200,BANANAS,4893,6,4890,22,,,4897,22,,,,,4895,35.25
0,86300,BANANAS,4891,4,4890,23,,,4897,23,,,,,4894,59.75
0,86300,PEARLS,9998,4,9996,2,9995,21,10004,2,10005,21,,,10001,-36
0,86400,BANANAS,4890,23,,,,,4897,23,,,,,4893.5,-89
0,86400,PEARLS,9995,23,,,,,10005,23,,,,,10000,-36
0,86500,PEARLS,9998,8,9996,2,9995,28,10004,2,10005,28,,,10001,-36
0,86500,BANANAS,4892,8,4891,30,,,4897,2,4898,28,,,4894.5,-265.5
0,86600,PEARLS,9995,27,,,,,10002,1,10005,27,,,9998.5,-36
0,86600,BANANAS,4890,27,,,,,4897,27,,,,,4893.5,-82.5
0,86700,PEARLS,9995,26,,,,,10005,26,,,,,10000,-36
0,86700,BANANAS,4891,26,,,,,4898,26,,,,,4894.5,-358.25
0,86800,PEARLS,9996,1,9995,20,,,9998,2,10004,1,10005,20,9997,-36
0,86800,BANANAS,4891,1,4890,20,,,4897,21,,,,,4894,-74
0,86900,PEARLS,9998,7,9996,2,9995,30,10000,2,10004,2,10005,30,9999,-36
0,86900,BANANAS,4895,1,4891,7,4890,32,4896,2,4897,30,,,4895.5,188.25
0,87000,PEARLS,9996,2,9995,26,,,10000,5,10002,10,10004,2,9998,-36
0,87000,BANANAS,4891,28,,,,,4896,10,4897,2,4898,26,4893.5,-339.75
0,87100,PEARLS,9996,2,9995,30,,,9998,1,10000,5,10002,4,9997,-36
0,87100,BANANAS,4895,6,4890,32,,,4897,32,,,,,4896,70.25
0,87200,PEARLS,9995,27,,,,,10005,27,,,,,10000,-38
0,87200,BANANAS,4890,27,,,,,4897,27,,,,,4893.5,248.25
0,87300,PEARLS,9996,2,9995,29,,,10004,2,10005,29,,,10000,-38
0,87300,BANANAS,4895,1,4890,31,,,4896,2,4897,29,,,4895.5,234.5
0,87400,PEARLS,9998,4,9995,30,,,10005,30,,,,,10001.5,-38
0,87400,BANANAS,4891,4,4890,30,,,4897,30,,,,,4894,285.25
0,87500,PEARLS,9995,22,,,,,10005,22,,,,,10000,-38
0,87500,BANANAS,4895,1,4890,22,,,4897,22,,,,,4896,119
0,87600,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,-38
0,87600,BANANAS,4890,26,,,,,4897,26,,,,,4893.5,114.75
0,87700,PEARLS,9995,23,,,,,10005,23,,,,,10000,-38
0,87700,BANANAS,4890,23,,,,,4893,3,4897,23,,,4891.5,242.25
0,87800,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,-38
0,87800,BANANAS,4890,27,,,,,4897,27,,,,,4893.5,153.5
0,87900,PEARLS,9995,22,,,,,10005,22,,,,,10000,-38
0,87900,BANANAS,4895,1,4890,22,,,4897,22,,,,,4896,102.25
0,88000,PEARLS,9998,10,9996,2,9995,26,10004,2,10005,26,,,10001,-38
0,88000,BANANAS,4891,10,4890,28,,,4896,2,4897,26,,,4893.5,275
0,88100,PEARLS,9996,1,9995,30,,,10004,1,10005,30,,,10000,-38
0,88100,BANANAS,4890,31,,,,,4896,31,,,,,4893,373.25
0,88200,PEARLS,9995,24,,,,,10005,24,,,,,10000,-38
0,88200,BANANAS,4890,24,,,,,4897,24,,,,,4893.5,-101.75
0,88300,PEARLS,9996,2,9995,27,,,10004,2,10005,27,,,10000,-38
0,88300,BANANAS,4891,2,4890,27,,,4897,29,,,,,4894,-45.5
0,88400,PEARLS,9996,1,9995,21,,,10002,9,10004,1,10005,21,9999,-38
0,88400,BANANAS,4891,22,,,,,4896,9,4897,1,4898,21,4893.5,-328.5
0,88500,PEARLS,10002,1,9996,2,9995,22,10004,2,10005,22,,,10003,-38
0,88500,BANANAS,4890,24,,,,,4897,24,,,,,4893.5,52.75
0,88600,PEARLS,10002,1,9996,1,9995,21,10004,1,10005,21,,,10003,-36
0,88600,BANANAS,4895,8,4890,22,,,4897,22,,,,,4896,98.5
0,88700,PEARLS,9995,28,,,,,10005,28,,,,,10000,-34
0,88700,BANANAS,4890,28,,,,,4896,28,,,,,4893,425.75
0,88800,PEARLS,9996,1,9995,29,,,10004,1,10005,29,,,10000,-74
0,88800,BANANAS,4889,30,,,,,4896,30,,,,,4892.5,761.25
0,88900,PEARLS,10002,4,9996,2,9995,29,10004,2,10005,29,,,10003,-72
0,88900,BANANAS,4889,31,,,,,4895,31,,,,,4892,991.25
0,89000,PEARLS,9996,2,9995,26,,,10004,2,10005,26,,,10000,-64
0,89000,BANANAS,4889,28,,,,,4895,28,,,,,4892,1000.25
0,89100,PEARLS,9995,24,,,,,10005,24,,,,,10000,-64
0,89100,BANANAS,4894,1,4888,24,,,4895,24,,,,,4894.5,1234.25
0,89200,PEARLS,9995,25,,,,,10005,25,,,,,10000,-54
0,89200,BANANAS,4894,1,4888,25,,,4895,25,,,,,4894.5,1200.5
0,89300,PEARLS,9996,2,9995,26,,,10004,2,10005,26,,,10000,-54
0,89300,BANANAS,4888,28,,,,,4895,28,,,,,4891.5,1292.5
0,89400,PEARLS,9996,2,9995,21,,,10004,2,10005,21,,,10000,-62
0,89400,BANANAS,4888,23,,,,,4894,2,4895,21,,,4891,1498.5
0,89500,PEARLS,9996,2,9995,26,,,10004,2,10005,26,,,10000,-62
0,89500,BANANAS,4893,1,4888,28,,,4894,2,4895,26,,,4893.5,1554.25
0,89600,PEARLS,9998,3,9996,1,9995,25,10004,1,10005,25,,,10001,-62
0,89600,BANANAS,4888,3,4887,26,,,4894,26,,,,,4891,1894.25
0,89700,BANANAS,4887,21,,,,,4892,5,4894,21,,,4889.5,1886
0,89700,PEARLS,9995,21,,,,,10002,5,10005,21,,,9998.5,-62
0,89800,PEARLS,10000,5,9998,6,9996,1,10004,1,10005,30,,,10002,-64
0,89800,BANANAS,4888,6,4887,31,,,4893,1,4894,30,,,4890.5,2055.25
0,89900,BANANAS,4887,7,4886,20,,,4893,22,,,,,4890,2314.25
0,89900,PEARLS,9998,5,9996,2,9995,20,10004,2,10005,20,,,10001,-50
0,90000,PEARLS,9995,29,,,,,10005,29,,,,,10000,-50
0,90000,BANANAS,4886,29,,,,,4893,29,,,,,4889.5,2364
0,90100,BANANAS,4886,22,,,,,4893,22,,,,,4889.5,2465
0,90100,PEARLS,9996,1,9995,21,,,10004,1,10005,21,,,10000,-50
0,90200,PEARLS,9998,2,9996,2,9995,22,10004,2,10005,22,,,10001,-56
0,90200,BANANAS,4887,4,4886,24,,,4893,24,,,,,4890,2457.5
0,90300,BANANAS,4887,4,4886,28,,,4893,28,,,,,4890,2425.25
0,90300,PEARLS,9998,4,9995,28,,,10005,28,,,,,10001.5,-56
0,90400,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,-56
0,90400,BANANAS,4887,1,4886,25,,,4888,3,4893,26,,,4887.5,2396
0,90500,BANANAS,4886,27,,,,,4892,2,4893,25,,,4889,2676
0,90500,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,-60
0,90600,PEARLS,9995,24,,,,,10005,24,,,,,10000,-60
0,90600,BANANAS,4887,24,,,,,4894,24,,,,,4890.5,2066.5
0,90700,BANANAS,4887,23,,,,,4892,6,4893,1,4894,22,4889.5,2147.5
0,90700,PEARLS,9996,1,9995,22,,,9998,4,10002,6,10004,1,9997,-60
0,90800,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,-60
0,90800,BANANAS,4886,27,,,,,4893,27,,,,,4889.5,2608.75
0,90900,BANANAS,4886,23,,,,,4891,8,4893,23,,,4888.5,2444.75
0,90900,PEARLS,9995,23,,,,,10002,8,10005,23,,,9998.5,-60
0,91000,PEARLS,9996,2,9995,27,,,10004,2,10005,27,,,10000,-60
0,91000,BANANAS,4887,29,,,,,4893,29,,,,,4890,2188.5
0,91100,BANANAS,4887,29,,,,,4893,1,4894,28,,,4890,2047
0,91100,PEARLS,9996,1,9995,28,,,10004,1,10005,28,,,10000,-60
0,91200,PEARLS,9996,2,9995,22,,,10000,2,10004,2,10005,22,9998,-58
0,91200,BANANAS,4893,1,4887,24,,,4894,24,,,,,4893.5,1862.25
0,91300,PEARLS,9996,2,9995,28,,,9998,2,10004,2,10005,28,9997,-74
0,91300,BANANAS,4888,8,4887,30,,,4894,30,,,,,4891,1966.75
0,91400,PEARLS,10002,1,9995,27,,,10005,27,,,,,10003.5,-78
0,91400,BANANAS,4887,27,,,,,4888,1,4894,27,,,4887.5,1887
0,91500,PEARLS,9996,1,9995,29,,,10004,1,10005,29,,,10000,-78
0,91500,BANANAS,4887,30,,,,,4894,30,,,,,4890.5,1824.75
0,91600,PEARLS,9995,22,,,,,9998,1,10005,22,,,9996.5,-78
0,91600,BANANAS,4888,22,,,,,4889,1,4895,22,,,4888.5,1309.5
0,91700,PEARLS,9996,1,9995,30,,,10004,1,10005,30,,,10000,-80
0,91700,BANANAS,4888,31,,,,,4895,31,,,,,4891.5,1354.5
0,91800,PEARLS,9996,1,9995,29,,,9998,3,10004,1,10005,29,9997,-80
0,91800,BANANAS,4888,30,,,,,4890,2,4895,30,,,4889,1315.25
0,91900,PEARLS,9998,2,9995,24,,,10005,24,,,,,10001.5,-88
0,91900,BANANAS,4893,1,4889,3,4888,24,4895,24,,,,,4894,1468.25
0,92000,PEARLS,9998,7,9996,1,9995,25,10004,1,10005,25,,,10001,-88
0,92000,BANANAS,4889,8,4888,25,,,4890,4,4895,26,,,4889.5,1070.25
0,92100,PEARLS,9996,2,9995,21,,,10004,2,10005,21,,,10000,-88
0,92100,BANANAS,4889,2,4888,21,,,4895,23,,,,,4892,1083.75
0,92200,PEARLS,9996,2,9995,24,,,10004,2,10005,24,,,10000,-88
0,92200,BANANAS,4889,26,,,,,4895,2,4896,24,,,4892,943.25
0,92300,PEARLS,10002,1,9995,27,,,10005,27,,,,,10003.5,-88
0,92300,BANANAS,4888,27,,,,,4895,27,,,,,4891.5,1111.25
0,92400,PEARLS,9996,1,9995,21,,,10004,1,10005,21,,,10000,-88
0,92400,BANANAS,4894,1,4888,22,,,4895,22,,,,,4894.5,1241.25
0,92500,PEARLS,9996,2,9995,20,,,10002,9,10004,2,10005,20,9999,-88
0,92500,BANANAS,4888,22,,,,,4893,9,4895,22,,,4890.5,1487
0,92600,PEARLS,9995,26,,,,,10005,26,,,,,10000,-88
0,92600,BANANAS,4888,26,,,,,4895,26,,,,,4891.5,1261.75
0,92700,PEARLS,9995,21,,,,,10005,21,,,,,10000,-88
0,92700,BANANAS,4888,21,,,,,4895,21,,,,,4891.5,1452.25
0,92800,PEARLS,9995,20,,,,,10005,20,,,,,10000,-88
0,92800,BANANAS,4889,20,,,,,4895,20,,,,,4892,1051
0,92900,PEARLS,9995,25,,,,,10002,1,10005,25,,,9998.5,-88
0,92900,BANANAS,4888,25,,,,,4893,1,4895,25,,,4890.5,1312.5
0,93000,PEARLS,9996,2,9995,23,,,10002,3,10004,2,10005,23,9999,-88
0,93000,BANANAS,4889,2,4888,23,,,4893,3,4895,25,,,4891,1116.5
0,93100,PEARLS,9996,2,9995,26,,,10004,2,10005,26,,,10000,-88
0,93100,BANANAS,4889,28,,,,,4895,28,,,,,4892,1073.75
0,93200,PEARLS,10002,3,9996,2,9995,28,10004,2,10005,28,,,10003,-88
0,93200,BANANAS,4888,30,,,,,4895,30,,,,,4891.5,1277
0,93300,PEARLS,9996,1,9995,29,,,10002,8,10004,1,10005,29,9999,-22
0,93300,BANANAS,4889,1,4888,29,,,4893,9,4895,30,,,4891,1132
0,93400,PEARLS,9995,30,,,,,10005,30,,,,,10000,-22
0,93400,BANANAS,4889,30,,,,,4896,30,,,,,4892.5,914.75
0,93500,PEARLS,9995,20,,,,,10002,6,10005,20,,,9998.5,-22
0,93500,BANANAS,4889,20,,,,,4893,6,4895,20,,,4891,1039.25
0,93600,PEARLS,9996,1,9995,20,,,10000,2,10004,1,10005,20,9998,-22
0,93600,BANANAS,4889,21,,,,,4895,1,4896,20,,,4892,1005.5
0,93700,PEARLS,9996,2,9995,23,,,10004,2,10005,23,,,10000,-22
0,93700,BANANAS,4894,1,4888,25,,,4895,25,,,,,4894.5,1308
0,93800,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,-22
0,93800,BANANAS,4889,1,4888,25,,,4895,26,,,,,4892,1202.75
0,93900,PEARLS,10002,1,9996,1,9995,27,10004,1,10005,27,,,10003,-22
0,93900,BANANAS,4889,1,4888,27,,,4895,28,,,,,4892,1231
0,94000,PEARLS,9996,1,9995,20,,,10004,1,10005,20,,,10000,-22
0,94000,BANANAS,4894,1,4889,21,,,4896,21,,,,,4895,837.25
0,94100,BANANAS,4889,27,,,,,4896,27,,,,,4892.5,833
0,94100,PEARLS,9995,27,,,,,10005,27,,,,,10000,-22
0,94200,BANANAS,4889,11,4888,22,,,4895,23,,,,,4892,1137
0,94200,PEARLS,9998,10,9996,1,9995,22,10004,1,10005,22,,,10001,-22
0,94300,PEARLS,9995,26,,,,,10002,9,10005,26,,,9998.5,-22
0,94300,BANANAS,4888,26,,,,,4893,9,4895,26,,,4890.5,1135.75
0,94400,PEARLS,9998,3,9996,2,9995,27,10004,2,10005,27,,,10001,-24
0,94400,BANANAS,4889,6,4888,27,,,4895,29,,,,,4892,1146
0,94500,BANANAS,4893,5,4888,20,,,4895,20,,,,,4894,1305.5
0,94500,PEARLS,9995,20,,,,,10005,20,,,,,10000,-24
0,94600,BANANAS,4887,25,,,,,4894,25,,,,,4890.5,1918.75
0,94600,PEARLS,9995,25,,,,,10005,25,,,,,10000,-24
0,94700,PEARLS,9995,20,,,,,10005,20,,,,,10000,-24
0,94700,BANANAS,4887,20,,,,,4894,20,,,,,4890.5,2073
0,94800,PEARLS,9996,1,9995,23,,,10004,1,10005,23,,,10000,-24
0,94800,BANANAS,4887,24,,,,,4894,24,,,,,4890.5,2124.5
0,94900,BANANAS,4887,30,,,,,4894,30,,,,,4890.5,1999.25
0,94900,PEARLS,10002,1,9996,2,9995,28,10004,2,10005,28,,,10003,-24
0,95000,BANANAS,4892,1,4888,28,,,4895,28,,,,,4893.5,1401.75
0,95000,PEARLS,9995,28,,,,,10005,28,,,,,10000,-24
0,95100,PEARLS,9996,1,9995,20,,,9998,1,10004,1,10005,20,9997,-24
0,95100,BANANAS,4888,21,,,,,4889,1,4894,21,,,4888.5,1663.75
0,95200,PEARLS,9998,9,9996,1,9995,21,10004,1,10005,21,,,10001,-24
0,95200,BANANAS,4888,31,,,,,4894,22,,,,,4891,1734.75
0,95300,BANANAS,4888,23,,,,,4894,1,4895,22,,,4891,1521.25
0,95300,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,-24
0,95400,BANANAS,4888,31,,,,,4895,31,,,,,4891.5,1327.75
0,95400,PEARLS,9996,1,9995,30,,,10004,1,10005,30,,,10000,-24
0,95500,PEARLS,9998,1,9996,1,9995,27,10004,1,10005,27,,,10001,-26
0,95500,BANANAS,4890,2,4889,28,,,4895,1,4896,27,,,4892.5,1022.25
0,95600,PEARLS,9995,23,,,,,10005,23,,,,,10000,-26
0,95600,BANANAS,4890,23,,,,,4891,8,4897,23,,,4890.5,258
0,95700,PEARLS,9996,2,9995,24,,,9998,1,10004,2,10005,24,9997,-26
0,95700,BANANAS,4891,2,4890,24,,,4897,26,,,,,4894,-84.25
0,95800,PEARLS,9996,2,9995,26,,,9998,1,10004,2,10005,26,9997,-28
0,95800,BANANAS,4891,2,4890,26,,,4897,28,,,,,4894,-132.75
0,95900,PEARLS,9995,25,,,,,9998,1,10005,25,,,9996.5,-38
0,95900,BANANAS,4890,25,,,,,4897,25,,,,,4893.5,32.25
0,96000,PEARLS,9996,2,9995,28,,,10004,2,10005,28,,,10000,-38
0,96000,BANANAS,4891,2,4890,28,,,4897,30,,,,,4894,-58.5
0,96100,PEARLS,9996,2,9995,20,,,10002,4,10004,2,10005,20,9999,-38
0,96100,BANANAS,4891,22,,,,,4892,4,4896,4,4897,2,4891.5,-381.5
0,96200,PEARLS,9996,1,9995,21,,,10004,1,10005,21,,,10000,-38
0,96200,BANANAS,4891,22,,,,,4898,22,,,,,4894.5,-436.5
0,96300,PEARLS,10002,1,9995,22,,,10005,22,,,,,10003.5,-38
0,96300,BANANAS,4896,1,4891,22,,,4898,22,,,,,4897,-482.75
0,96400,PEARLS,9996,2,9995,30,,,10004,2,10005,30,,,10000,-38
0,96400,BANANAS,4891,32,,,,,4898,32,,,,,4894.5,-436
0,96500,PEARLS,9998,5,9995,30,,,10005,30,,,,,10001.5,-38
0,96500,BANANAS,4892,5,4891,30,,,4893,4,4898,30,,,4892.5,-575.25
0,96600,PEARLS,10002,1,9998,5,9995,20,10005,20,,,,,10003.5,-38
0,96600,BANANAS,4892,4,4891,20,,,4898,20,,,,,4895,-399.75
0,96700,PEARLS,9996,1,9995,23,,,10004,1,10005,23,,,10000,-36
0,96700,BANANAS,4891,24,,,,,4898,24,,,,,4894.5,-446.25
0,96800,PEARLS,9995,26,,,,,10005,26,,,,,10000,-36
0,96800,BANANAS,4891,26,,,,,4898,26,,,,,4894.5,-625.75
0,96900,PEARLS,9995,28,,,,,10005,28,,,,,10000,-36
0,96900,BANANAS,4897,1,4892,28,,,4898,28,,,,,4897.5,-854.75
0,97000,PEARLS,9998,5,9996,2,9995,20,10004,2,10005,20,,,10001,-36
0,97000,BANANAS,4892,27,,,,,4898,22,,,,,4895,-828.25
0,97100,PEARLS,9996,2,9995,30,,,10004,2,10005,30,,,10000,-36
0,97100,BANANAS,4892,32,,,,,4898,2,4899,30,,,4895,-993.5
0,97200,PEARLS,9996,2,9995,20,,,10002,8,10004,2,10005,20,9999,-32
0,97200,BANANAS,4892,22,,,,,4897,8,4898,2,4899,20,4894.5,-994.25
0,97300,PEARLS,9998,1,9996,1,9995,27,10004,1,10005,27,,,10001,-32
0,97300,BANANAS,4893,1,4892,28,,,4899,28,,,,,4896,-1197.75
0,97400,PEARLS,9996,2,9995,21,,,10004,2,10005,21,,,10000,-32
0,97400,BANANAS,4892,23,,,,,4899,23,,,,,4895.5,-1180.25
0,97500,PEARLS,9996,2,9995,22,,,10004,2,10005,22,,,10000,-32
0,97500,BANANAS,4892,24,,,,,4899,24,,,,,4895.5,-1138.5
0,97600,PEARLS,9995,26,,,,,10005,26,,,,,10000,-32
0,97600,BANANAS,4892,26,,,,,4899,26,,,,,4895.5,-1380.5
0,97700,PEARLS,9996,1,9995,26,,,10004,1,10005,26,,,10000,-32
0,97700,BANANAS,4892,27,,,,,4899,27,,,,,4895.5,-1182
0,97800,PEARLS,9995,24,,,,,10005,24,,,,,10000,-32
0,97800,BANANAS,4892,24,,,,,4899,24,,,,,4895.5,-1337.5
0,97900,PEARLS,9998,3,9995,28,,,10005,28,,,,,10001.5,-27
0,97900,BANANAS,4893,31,,,,,4899,28,,,,,4896,-1526.25
0,98000,PEARLS,9996,1,9995,21,,,9998,1,10004,1,10005,21,9997,-27
0,98000,BANANAS,4892,22,,,,,4899,22,,,,,4895.5,-1281.25
0,98100,PEARLS,9998,2,9996,2,9995,28,10004,2,10005,28,,,10001,-27
0,98100,BANANAS,4893,2,4892,30,,,4898,2,4899,28,,,4895.5,-1104
0,98200,PEARLS,9996,1,9995,20,,,9998,5,10004,1,10005,20,9997,-27
0,98200,BANANAS,4892,1,4891,20,,,4898,21,,,,,4895,-746.5
0,98300,PEARLS,9996,1,9995,27,,,10004,1,10005,27,,,10000,-27
0,98300,BANANAS,4891,28,,,,,4898,28,,,,,4894.5,-689
0,98400,PEARLS,9998,6,9995,23,,,10005,23,,,,,10001.5,-27
0,98400,BANANAS,4892,6,4891,23,,,4898,23,,,,,4895,-643.5
0,98500,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,-27
0,98500,BANANAS,4891,27,,,,,4892,2,4897,27,,,4891.5,-236.25
0,98600,PEARLS,10002,4,9996,2,9995,29,10004,2,10005,29,,,10003,-27
0,98600,BANANAS,4891,31,,,,,4897,31,,,,,4894,-211.5
0,98700,BANANAS,4890,27,,,,,4897,27,,,,,4893.5,90.75
0,98700,PEARLS,9996,2,9995,25,,,10004,2,10005,25,,,10000,-27
0,98800,PEARLS,9996,1,9995,20,,,9998,1,10004,1,10005,20,9997,-19
0,98800,BANANAS,4893,4,4890,21,,,4896,1,4897,20,,,4894.5,345.75
0,98900,BANANAS,4890,25,,,,,4897,25,,,,,4893.5,-31
0,98900,PEARLS,9996,1,9995,24,,,10004,1,10005,24,,,10000,-29
0,99000,PEARLS,9996,2,9995,22,,,10004,2,10005,22,,,10000,-29
0,99000,BANANAS,4890,24,,,,,4897,24,,,,,4893.5,-6.75
0,99100,BANANAS,4891,7,4890,26,,,4897,28,,,,,4894,-91
0,99100,PEARLS,9998,5,9996,2,9995,26,10004,2,10005,26,,,10001,-29
0,99200,PEARLS,9996,1,9995,23,,,9998,3,10004,1,10005,23,9997,-29
0,99200,BANANAS,4891,1,4890,23,,,4897,24,,,,,4894,-113.25
0,99300,BANANAS,4890,27,,,,,4894,8,4896,27,,,4892,412
0,99300,PEARLS,9995,27,,,,,10002,8,10005,27,,,9998.5,-29
0,99400,PEARLS,9995,27,,,,,9998,5,10005,27,,,9996.5,-29
0,99400,BANANAS,4895,1,4889,27,,,4896,27,,,,,4895.5,633.25
0,99500,BANANAS,4890,1,4889,22,,,4896,23,,,,,4893,569.75
0,99500,PEARLS,9996,1,9995,22,,,10004,1,10005,22,,,10000,-29
0,99600,PEARLS,9998,6,9995,28,,,10005,28,,,,,10001.5,-29
0,99600,BANANAS,4890,6,4889,28,,,4896,28,,,,,4893,484
0,99700,BANANAS,4890,2,4889,28,,,4896,29,,,,,4893,547.5
0,99700,PEARLS,10002,1,9998,1,9996,1,10004,1,10005,28,,,10003,-29
0,99800,PEARLS,9998,3,9996,1,9995,25,10004,1,10005,25,,,10001,-31
0,99800,BANANAS,4891,3,4890,26,,,4896,1,4897,25,,,4893.5,276
0,99900,BANANAS,4890,26,,,,,4896,26,,,,,4893,375.25
0,99900,PEARLS,9996,2,9995,24,,,10004,2,10005,24,,,10000,-31
0,100000,PEARLS,9998,3,9995,22,,,10005,22,,,,,10001.5,-31
0,100000,BANANAS,4893,5,4892,3,4891,22,4897,22,,,,,4895,-286
0,100100,PEARLS,9996,1,9995,25,,,10004,1,10005,25,,,10000,-31
0,100100,BANANAS,4891,26,,,,,4892,1,4898,26,,,4891.5,-714.25
0,100200,PEARLS,9995,30,,,,,10005,30,,,,,10000,-31
